ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000161920.10	MED11	MED11	400569	mediator complex subunit 11	88.18255316394638	0.05510988682623898	0.12985309767426387	0.5157005765536831	0.7788720145361326
ENSG00000257815.6	PRANCR	PRANCR	101928062	progenitor renewal associated non-coding RNA	19.21941153054563	0.06310554374220925	0.19640265616656488	0.5157632272384747	0.7788985276613565
ENSG00000105202.9	FBL	FBL	2091	fibrillarin	936.4315508603719	-0.0522862659557414	0.11671171359303377	0.5158947099702953	0.778968248081551
ENSG00000228201.1	NA	ENSG00000228201.1	NA	NA	4.415674093631464	0.06288902697173596	0.2900444818847631	0.5158995941295079	0.778968248081551
ENSG00000232759.1	STEAP1B-AS1	STEAP1B-AS1	100506178	STEAP1B antisense RNA 1	2.739770182894957	0.05698451992590933	0.3389624306858662	0.5159552389073456	NA
ENSG00000214077.4	NA	ENSG00000214077.4	NA	NA	1.3869736799110204	0.05589230202911052	0.3454470865719873	0.5159899093572244	NA
ENSG00000236710.1	NA	ENSG00000236710.1	NA	NA	4.173032659914368	-0.062311753567498095	0.2965144325165727	0.5160201943807934	0.7790822375301629
ENSG00000204650.14	LINC02210	LINC02210	147081	long intergenic non-protein coding RNA 2210	137.6260399357309	0.06468003433107526	0.2337639163935781	0.5161396559392728	0.779127319049579
ENSG00000148362.11	PAXX	PAXX	286257	PAXX non-homologous end joining factor	177.71935380478425	0.05639044929343588	0.137370605763656	0.5161563209627994	0.779127319049579
ENSG00000197558.13	SSPOP	SSPOP	23145	SCO-spondin, pseudogene	25.433734585632656	0.06369812966351929	0.2778761018877591	0.5161853816514783	0.779127319049579
ENSG00000189171.14	S100A13	S100A13_ENSG00000189171.14	6284	S100 calcium binding protein A13	435.27904331656225	-0.05604964138018078	0.13544366998240887	0.5162475640226116	0.7791327731285226
ENSG00000132874.15	SLC14A2	SLC14A2	8170	solute carrier family 14 member 2	4.570662642176417	-0.06254921643446142	0.29324463480452895	0.5163285520666294	0.7791327731285226
ENSG00000251364.7	SYT9-AS1	SYT9-AS1	100506258	SYT9 antisense RNA 1	64.3471548294018	-0.06251629575965592	0.18977791715486597	0.5163662823120602	0.7791327731285226
ENSG00000168004.9	PLAAT5	PLAAT5	117245	phospholipase A and acyltransferase 5	33.462908187652296	-0.05721531572895226	0.3370926516997199	0.5163725744421559	0.7791327731285226
ENSG00000137834.15	SMAD6	SMAD6	4091	SMAD family member 6	332.5028956334017	0.056031357057631744	0.1354699486829816	0.5164145430045928	0.7791327731285226
ENSG00000221970.2	OR2A1	OR2A1	346528	olfactory receptor family 2 subfamily A member 1	4.6846693836175834	0.06396445368091175	0.27211517910961613	0.5164891194952805	0.7791772269999551
ENSG00000088356.6	PDRG1	PDRG1	81572	p53 and DNA damage regulated 1	218.15150177067505	-0.0457427375029749	0.09430660500826926	0.5166170173635944	0.7792349485075872
ENSG00000142961.14	MOB3C	MOB3C	148932	MOB kinase activator 3C	364.66131320967315	-0.049917226789772694	0.10782895003632462	0.5166176120518979	0.7792349485075872
ENSG00000120210.8	INSL6	INSL6	11172	insulin like 6	1.9286228477257465	-0.05759981532987474	0.33431355770904986	0.5166637873274134	NA
ENSG00000174796.12	THAP6	THAP6	152815	THAP domain containing 6	255.26996857322158	0.04881472483519143	0.10401120296760129	0.5167353793859695	0.7792944860711413
ENSG00000261342.1	NA	ENSG00000261342.1	NA	NA	14.580616451513077	0.0644349789690181	0.22702773547743554	0.5167721692966991	0.7792944860711413
ENSG00000262115.1	NA	ENSG00000262115.1	NA	NA	1.684234080305273	0.05651163273810715	0.3410360460725118	0.5167850315215301	NA
ENSG00000119403.15	PHF19	PHF19	26147	PHD finger protein 19	656.9422271616588	0.05851282730019293	0.15212317212397705	0.5167924411451397	0.7792944860711413
ENSG00000213574.2	NA	ENSG00000213574.2	NA	NA	1.286394965742339	-0.05521805483283698	0.348470634043669	0.5168652418801877	NA
ENSG00000248356.1	NA	ENSG00000248356.1	NA	NA	1.5991213224127092	-0.05625651675252776	0.34245911026379333	0.5168985358085177	NA
ENSG00000131238.17	PPT1	PPT1	5538	palmitoyl-protein thioesterase 1	726.9695467928217	-0.04335123568585249	0.0877253399080125	0.5169112779805447	0.7794056388721055
ENSG00000163631.17	ALB	ALB	213	albumin	1.819592273478623	0.05439694269740311	0.3527239715747405	0.5171051544089118	NA
ENSG00000019102.12	VSIG2	VSIG2	23584	V-set and immunoglobulin domain containing 2	6.951140028409081	-0.05858842384354432	0.327071801272743	0.517110983958176	0.7796386971827528
ENSG00000121905.10	HPCA	HPCA	3208	hippocalcin	2.0149437962132164	0.05835847697400314	0.32853179108767444	0.5172513004912291	NA
ENSG00000278662.5	GOLGA6L4	GOLGA6L4_ENSG00000278662.5	643707	golgin A6 family like 4	11.217130168906342	0.06354606266794488	0.27686761097569734	0.5174266826628822	0.7800065450769009
ENSG00000166924.9	NYAP1	NYAP1	222950	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	21.979924033939696	0.06429785666755884	0.2595004841983973	0.517445286793141	0.7800065450769009
ENSG00000066379.15	POLR1H	POLR1H	30834	RNA polymerase I subunit H	57.41523519464383	0.061532210201423715	0.18031885188675445	0.517536504070873	0.780075966341925
ENSG00000259408.2	NA	ENSG00000259408.2	NA	NA	4.015009171686247	-0.059885375050347925	0.3165895235425702	0.5176235705569376	0.7801391196037893
ENSG00000287100.1	NA	ENSG00000287100.1	NA	NA	1.662006985550182	-0.05389806124911476	0.3547556221186139	0.5178129412302319	NA
ENSG00000158805.12	ZNF276	ZNF276	92822	zinc finger protein 276	175.41833305421238	-0.05610259345177524	0.1370144105223673	0.5178154078116574	0.7802305815336513
ENSG00000273108.1	NA	ENSG00000273108.1	NA	NA	9.056732173606278	0.0644666427908322	0.24430946409748747	0.5178230460772004	0.7802305815336513
ENSG00000224081.9	SLC44A3-AS1	SLC44A3-AS1	101928079	SLC44A3 antisense RNA 1	46.992272433412694	0.06289755478104467	0.19816190064441602	0.5178301564927414	0.7802305815336513
ENSG00000116288.13	PARK7	PARK7	11315	Parkinsonism associated deglycase	2248.708464809458	-0.04597712281358507	0.09540229543750345	0.5178649482805568	0.7802305815336513
ENSG00000284946.1	NA	ENSG00000284946.1	NA	NA	8.093081714938954	0.06444131833400833	0.24612240816900355	0.5179314620204458	0.7802310447467793
ENSG00000185986.12	NA	ENSG00000185986.12	NA	NA	222.76792514850246	-0.05771493916920401	0.14755753259392881	0.5179556020765731	0.7802310447467793
ENSG00000160808.11	MYL3	MYL3	4634	myosin light chain 3	20.015332246753772	-0.06324561071437196	0.20464126385912726	0.5182053883076658	0.7805392401543563
ENSG00000177556.12	ATOX1	ATOX1	475	antioxidant 1 copper chaperone	655.2843852909584	0.047328812752957486	0.09979876662713481	0.518528116728803	0.7809572403330908
ENSG00000231587.1	SNORD62B	SNORD62B	692093	small nucleolar RNA, C/D box 62B	2.2388009972777	0.059439955318035635	0.31892690344068925	0.5185429906928491	NA
ENSG00000188487.11	INSC	INSC	387755	INSC spindle orientation adaptor protein	2.3739692616037438	-0.05669969813380607	0.3380356062016751	0.5186308309777068	NA
ENSG00000196352.15	CD55	CD55	1604	CD55 molecule (Cromer blood group)	1276.948542664808	-0.0537838603997223	0.12515964694285237	0.5187351324718605	0.7812009074944612
ENSG00000151693.11	ASAP2	ASAP2	8853	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	774.4203778558219	0.05976351041211624	0.1648080076587398	0.5188636780440101	0.7813263685419479
ENSG00000258648.1	NA	ENSG00000258648.1	NA	NA	2.6110221422023234	0.05768567062679699	0.3312878040960634	0.5189183303416348	NA
ENSG00000110660.15	SLC35F2	SLC35F2	54733	solute carrier family 35 member F2	47.283815846783355	-0.06338611547545815	0.20961472986497087	0.5190304384878949	0.7815093482314462
ENSG00000179886.6	TIGD5	TIGD5	84948	tigger transposable element derived 5	155.9626279816001	-0.055469846409929684	0.13440083880459477	0.5191734883810397	0.7816565979181762
ENSG00000261189.1	DSP-AS1	DSP-AS1	101928076	DSP antisense RNA 1	1.342391754709117	-0.05415451860002718	0.3521127001696378	0.5193740283611001	NA
ENSG00000058804.12	NDC1	NDC1	55706	NDC1 transmembrane nucleoporin	253.39064389220334	0.05203025099039888	0.11751896844712396	0.5194270539998549	0.7819701975669392
ENSG00000104341.17	LAPTM4B	LAPTM4B	55353	lysosomal protein transmembrane 4 beta	1195.599041626494	0.04912995492266343	0.10624653575376006	0.5195182567659031	0.7820393350933135
ENSG00000234769.7	NA	ENSG00000234769.7	NA	NA	3.6549368823228634	0.06201999590221063	0.29310009649340313	0.5195204896650853	NA
ENSG00000240499.7	NA	ENSG00000240499.7	NA	NA	2.7133901468748034	-0.05675758995042967	0.3365880555078537	0.51968419558134	NA
ENSG00000221914.11	PPP2R2A	PPP2R2A	5520	protein phosphatase 2 regulatory subunit Balpha	717.769297297866	-0.05047894823599934	0.1113590830669177	0.5197648032457286	0.7822870598293902
ENSG00000243829.1	RPS9P4	RPS9P4	388556	ribosomal protein S9 pseudogene 4	4.617202078357474	0.059613313575430524	0.31582379345753936	0.5198214305562797	0.7822870598293902
ENSG00000255345.1	NA	ENSG00000255345.1	NA	NA	5.177663434550165	-0.06150464152236653	0.2982221714968225	0.5198536850621744	0.7822870598293902
ENSG00000264520.1	NA	ENSG00000264520.1	NA	NA	2.414736179896063	0.059469815082525294	0.31687427925126027	0.5199104020645522	NA
ENSG00000171451.14	DSEL	DSEL	92126	dermatan sulfate epimerase like	2608.2038440164565	0.05453994854243209	0.12982145205131893	0.5199221917642465	0.7822870598293902
ENSG00000287156.1	LOC124903317	LOC124903317	124903317	uncharacterized LOC124903317	52.75775197039699	0.060831464173867936	0.17681223208384073	0.5199866270352058	0.7822870598293902
ENSG00000270115.1	NA	ENSG00000270115.1	NA	NA	1.6030054229534318	-0.053970150265171844	0.3525740819328133	0.5199994146403579	NA
ENSG00000269906.1	NA	ENSG00000269906.1	NA	NA	11.102726634301094	-0.06409969172436444	0.2443979406791567	0.5200046704090928	0.7822870598293902
ENSG00000233098.9	LOC339260	LOC339260	339260	uncharacterized LOC339260	5.719389190173141	0.06301646670517679	0.2782310452390987	0.5200621841712395	0.7822870598293902
ENSG00000205362.11	MT1A	MT1A	4489	metallothionein 1A	3.5918028278172	-0.06042552157099478	0.30842767205684646	0.5200883002550227	NA
ENSG00000272983.1	NA	ENSG00000272983.1	NA	NA	39.80025369023275	0.061387510319128966	0.1831607542371852	0.5201041698799244	0.7822870598293902
ENSG00000178381.12	ZFAND2A	ZFAND2A	90637	zinc finger AN1-type containing 2A	174.06290351877874	-0.051536198931187695	0.1158085170388742	0.5201520681220309	0.7822870598293902
ENSG00000287721.1	NA	ENSG00000287721.1	NA	NA	1.3938175399542478	0.055292792545100354	0.3450603630718457	0.5201611451361898	NA
ENSG00000270030.1	NA	ENSG00000270030.1	NA	NA	2.1867361800110396	0.05781490855034356	0.3289963822294435	0.5201623911189546	NA
ENSG00000178750.3	STX19	STX19	415117	syntaxin 19	1.3047465257191906	0.051285071964549823	0.3656912490090861	0.5201706575825755	NA
ENSG00000263179.1	NA	ENSG00000263179.1	NA	NA	1.6107236740939375	-0.05641399823901406	0.3382643794083498	0.5201763470455902	NA
ENSG00000101337.16	TM9SF4	TM9SF4	9777	transmembrane 9 superfamily member 4	1943.3327396450725	0.036570191996786613	0.07202246127445969	0.5202031808153577	0.7822870598293902
ENSG00000137968.16	SLC44A5	SLC44A5	204962	solute carrier family 44 member 5	3.389793960795592	0.06016116461224555	0.31058861098453233	0.5202263482298338	NA
ENSG00000115866.11	DARS1	DARS1	1615	aspartyl-tRNA synthetase 1	1487.274502321437	-0.04738883788184293	0.1006182823111598	0.5202349586414892	0.7822870598293902
ENSG00000260868.1	LINC01960	LINC01960	100128905	long intergenic non-protein coding RNA 1960	6.830042023592803	-0.06104665527835943	0.3022770515846504	0.5202384671534082	0.7822870598293902
ENSG00000146842.17	TMEM209	TMEM209	84928	transmembrane protein 209	235.17801978015785	0.054555040519819555	0.13015660448167174	0.5202797075245662	0.7822870598293902
ENSG00000272221.1	NA	ENSG00000272221.1	NA	NA	26.625005316410846	-0.06343166425655897	0.21511370453420836	0.5203555286402617	0.7822870598293902
ENSG00000265366.6	NA	ENSG00000265366.6	NA	NA	1.4409633911321933	0.05616043253353867	0.3396591545776706	0.520362966017577	NA
ENSG00000116717.13	GADD45A	GADD45A	1647	growth arrest and DNA damage inducible alpha	1455.9569244624165	-0.053442717005941796	0.12457025534417604	0.5204241041783331	0.7822870598293902
ENSG00000241852.10	C8orf58	C8orf58	541565	chromosome 8 open reading frame 58	227.7118526027067	-0.05985417106025337	0.16779087588287592	0.5204437987622593	0.7822870598293902
ENSG00000278467.1	NA	ENSG00000278467.1	NA	NA	7.281839598178621	-0.063526775036707	0.26693756837624033	0.5204569624289235	0.7822870598293902
ENSG00000125170.11	DOK4	DOK4	55715	docking protein 4	445.5006841287568	-0.05487558544621632	0.13206141737745633	0.5204980831148305	0.7822870598293902
ENSG00000238133.6	MAP3K20-AS1	MAP3K20-AS1	339751	MAP3K20 antisense RNA 1	3.3445512441704617	0.06039656560464585	0.3079349142016916	0.5205842100101601	NA
ENSG00000135457.10	TFCP2	TFCP2	7024	transcription factor CP2	544.5427585471675	0.04716220981750413	0.10005043734206631	0.5206842487531567	0.7823278255898749
ENSG00000108669.16	CYTH1	CYTH1	9267	cytohesin 1	333.52924669574196	0.05553056747158918	0.13595098286055415	0.52068659219259406	0.7823278255898749
ENSG00000184232.9	OAF	OAF	220323	out at first homolog	1153.744095988452	0.059585450204332265	0.16572305894763206	0.520743461823832	0.7823278255898749
ENSG00000012963.15	UBR7	UBR7	55148	ubiquitin protein ligase E3 component n-recognin 7	537.5489913328313	0.053264177580422754	0.1239207437575113	0.5207670403676007	0.7823278255898749
ENSG00000259165.1	DDX18P1	DDX18P1	319099	DEAD-box helicase 18 pseudogene 1	2.1802369254184053	0.05603148554895674	0.34004532579027824	0.5207771774984931	NA
ENSG00000123143.12	PKN1	PKN1	5585	protein kinase N1	2693.679355405331	-0.053097193023197806	0.12313823488381732	0.5207957030948529	0.7823278255898749
ENSG00000140987.20	ZSCAN32	ZSCAN32	54925	zinc finger and SCAN domain containing 32	252.4872345653273	0.04699619724020566	0.09955831816303753	0.5207969742144732	0.7823278255898749
ENSG00000176532.4	PRR15	PRR15	222171	proline rich 15	1.604802562418237	-0.0524813226790731	0.3595651403035809	0.520803615002122	NA
ENSG00000177051.6	FBXO46	FBXO46	23403	F-box protein 46	147.82527278286221	-0.049305946043731515	0.10750504060396893	0.5209807096259684	0.7824907092772556
ENSG00000160191.18	PDE9A	PDE9A	5152	phosphodiesterase 9A	8.31281740619899	0.06078582683201532	0.30359809986474073	0.5209960141667693	0.7824907092772556
ENSG00000260197.1	NA	ENSG00000260197.1	NA	NA	8.788262492976916	-0.058131789522349465	0.3256620556952927	0.521081300173617	0.782502324405177
ENSG00000115194.11	SLC30A3	SLC30A3	7781	solute carrier family 30 member 3	5.173596112277898	-0.06339011154583403	0.26762002754729813	0.5210943570697282	0.782502324405177
ENSG00000239887.6	C1orf226	C1orf226	400793	chromosome 1 open reading frame 226	13.927489021708876	-0.06379808730299341	0.25400495122859446	0.5211710988437267	0.7825495278821913
ENSG00000170190.16	SLC16A5	SLC16A5	9121	solute carrier family 16 member 5	200.90630851799773	-0.057323918660443667	0.14815283246721206	0.5213041161595278	0.7826737162155318
ENSG00000253200.1	NA	ENSG00000253200.1	NA	NA	28.383319026730728	-0.06211402236578694	0.19487762578252432	0.5213444363744613	0.7826737162155318
ENSG00000159251.8	ACTC1	ACTC1	70	actin alpha cardiac muscle 1	1.5259860716359444	-0.05317260229016015	0.3556376124119464	0.5213718623163743	NA
ENSG00000005175.10	RPAP3	RPAP3	79657	RNA polymerase II associated protein 3	335.2091521480926	0.05889715193369029	0.16056220005813082	0.5214340400214186	0.78271498138571
ENSG00000144468.17	RHBDD1	RHBDD1	84236	rhomboid domain containing 1	661.4964104310928	0.04236897202822454	0.08635450846693923	0.5214656136874667	0.78271498138571
ENSG00000178719.17	GRINA	GRINA	2907	glutamate ionotropic receptor NMDA type subunit associated protein 1	3413.876618669858	-0.03889698946044383	0.07766016258952607	0.5215078743507846	0.78271498138571
ENSG00000147364.16	FBXO25	FBXO25	26260	F-box protein 25	430.71716654064335	0.04346892928519689	0.08935126888743108	0.5215549063574141	0.7827173288675034
ENSG00000149716.12	LTO1	LTO1	220064	LTO1 maturation factor of ABCE1	357.0988949819024	-0.04081637801181026	0.08238079709784057	0.5216000726762948	0.7827173288675034
ENSG00000233762.3	RPS15P4	RPS15P4	401019	ribosomal protein S15 pseudogene 4	18.46118406231137	0.06300224705199171	0.21091106047367117	0.5218083463906167	0.7828119752621919
ENSG00000128641.19	MYO1B	MYO1B	4430	myosin IB	2324.388804547976	0.06202871591574448	0.194727942568641	0.521818748070396	0.7828119752621919
ENSG00000205485.13	NA	ENSG00000205485.13	NA	NA	28.33234978112153	0.06199363591046957	0.19431757070230074	0.5218562607871834	0.7828119752621919
ENSG00000197020.11	ZNF100	ZNF100	163227	zinc finger protein 100	63.7435927412577	0.05740363487052094	0.14931589364637787	0.5218790984915297	0.7828119752621919
ENSG00000241923.2	RPL14P3	RPL14P3	730747	ribosomal protein L14 pseudogene 3	3.657212591037798	-0.061132979037946754	0.2985125766959487	0.5219003319229198	NA
ENSG00000123595.8	RAB9A	RAB9A	9367	RAB9A, member RAS oncogene family	558.5399675208033	-0.04784716155952661	0.10277961835440697	0.5219251627773036	0.7828119752621919
ENSG00000154529.14	CNTNAP3B	CNTNAP3B	728577	contactin associated protein family member 3B	45.815089778139516	-0.054993660780310295	0.34509389673738206	0.5220094401403625	0.7828119752621919
ENSG00000187653.11	NA	ENSG00000187653.11	NA	NA	96.89744814457231	0.057502805586702704	0.15021674935368834	0.5220462133379318	0.7828119752621919
ENSG00000085276.19	MECOM	MECOM	2122	MDS1 and EVI1 complex locus	1332.5505406780865	0.04308715587920784	0.0884448119771839	0.5220482610594896	0.7828119752621919
ENSG00000053371.12	AKR7A2	AKR7A2	8574	aldo-keto reductase family 7 member A2	827.4414570429932	-0.04205035591756971	0.08567541943181493	0.5220710481151685	0.7828119752621919
ENSG00000171928.14	TVP23B	TVP23B	51030	trans-golgi network vesicle protein 23 homolog B	377.2486525129453	-0.0589218771568168	0.16164545088897922	0.522125364027261	0.7828160804185809
ENSG00000106537.8	TSPAN13	TSPAN13	27075	tetraspanin 13	17.731969825402285	0.06369950860854662	0.23551386582943135	0.5221644315946312	0.7828160804185809
ENSG00000182586.9	LINC00334	LINC00334	114042	long intergenic non-protein coding RNA 334	2.625406711932908	-0.059526816382367065	0.313282947548421	0.5221715126546487	NA
ENSG00000164241.13	C5orf63	C5orf63	401207	chromosome 5 open reading frame 63	61.77757172131974	-0.05736994345371905	0.149477603728149	0.5222721734495925	0.7828741045093364
ENSG00000255710.2	NA	ENSG00000255710.2	NA	NA	1.7744126070029738	0.05413449545767503	0.3497278444412337	0.5222899541418791	NA
ENSG00000276075.1	NA	ENSG00000276075.1	NA	NA	7.547439943612829	-0.0636920064332825	0.2482512781352092	0.5222937879956625	0.7828741045093364
ENSG00000263080.1	LOC105371083	LOC105371083	105371083	uncharacterized LOC105371083	4.478246600712908	0.06270821879483673	0.2765360581046947	0.5224756455891856	0.7829915063677224
ENSG00000273454.1	NA	ENSG00000273454.1	NA	NA	1.5793212069570182	0.05535405635354919	0.34250695944567316	0.5224891407672146	NA
ENSG00000156831.8	NSMCE2	NSMCE2	286053	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	265.41888726689956	-0.04585717111604649	0.0965910500080336	0.5225140723179651	0.7829915063677224
ENSG00000163481.8	RNF25	RNF25	64320	ring finger protein 25	293.8278680479661	-0.04371409112290717	0.09031783567115953	0.5225343850224252	0.7829915063677224
ENSG00000164251.5	F2RL1	F2RL1	2150	F2R like trypsin receptor 1	45.57810241603999	0.06023859191007642	0.1747201114462362	0.5225720019269295	0.7829915063677224
ENSG00000104722.14	NEFM	NEFM	4741	neurofilament medium chain	35.65506505655226	-0.06362752479856382	0.24950861403768923	0.522598777524728	0.7829915063677224
ENSG00000203325.3	NA	ENSG00000203325.3	NA	NA	1.4222054502406292	-0.051154684466262916	0.3643979705013318	0.5228842489533313	NA
ENSG00000108064.11	TFAM	TFAM	7019	transcription factor A, mitochondrial	377.06154092558427	0.04972549004886883	0.10994177851876992	0.5229332744381066	0.7834141960960707
ENSG00000011451.20	WIZ	WIZ	58525	WIZ zinc finger	1499.8355767176429	-0.04586595164145441	0.09677959137876452	0.5229886536756829	0.7834141960960707
ENSG00000230266.1	XXYLT1-AS2	XXYLT1-AS2	101410543	XXYLT1 antisense RNA 2	14.930607818709198	-0.0635519286461127	0.23499876165986358	0.5230169693830355	0.7834141960960707
ENSG00000279265.1	NA	ENSG00000279265.1	NA	NA	4.955826327804737	-0.06259036748752193	0.2765833444477928	0.5231571305486105	0.7834914791723879
ENSG00000268043.7	NBPF12	NBPF12	149013	NBPF member 12	208.57893002110075	0.04983477009048115	0.11048832230987413	0.5232086256119658	0.7834914791723879
ENSG00000181458.10	TMEM45A	TMEM45A	55076	transmembrane protein 45A	1042.5484760023492	-0.052592343593984556	0.12223677946951796	0.5232351702084702	0.7834914791723879
ENSG00000166938.13	DIS3L	DIS3L	115752	DIS3 like exosome 3'-5' exoribonuclease	560.2477822640304	-0.052328366497191435	0.12103087337709459	0.5232801067086897	0.7834914791723879
ENSG00000082014.16	SMARCD3	SMARCD3	6604	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	649.1937311977539	-0.042648503577753925	0.08760217086009547	0.5232953742318589	0.7834914791723879
ENSG00000259322.1	NA	ENSG00000259322.1	NA	NA	1.720136282932864	0.053897440182851516	0.35015912026547547	0.5233058934087547	NA
ENSG00000261560.1	NA	ENSG00000261560.1	NA	NA	1.8241131426331734	0.05602373921139464	0.33750655010257585	0.5233522890503081	NA
ENSG00000169230.10	PRELID1	PRELID1	27166	PRELI domain containing 1	252.9217944477666	-0.05478431494111175	0.13378461384963175	0.5234476529126979	0.7836515438249214
ENSG00000065427.14	KARS1	KARS1	3735	lysyl-tRNA synthetase 1	1873.6545375773273	-0.048096650503554224	0.10428570601545742	0.5235619250783663	0.7837080110179707
ENSG00000204843.12	DCTN1	DCTN1	1639	dynactin subunit 1	5972.161731756677	-0.045800833110188816	0.0967792358944502	0.5235761196813551	0.7837080110179707
ENSG00000225075.1	NA	ENSG00000225075.1	NA	NA	1.4109474309774575	0.05354214455919259	0.35170787005107207	0.5237703131458047	NA
ENSG00000264176.1	NA	ENSG00000264176.1	NA	NA	9.080957672234753	0.06334623036658305	0.25445088973467117	0.5238057604723529	0.7839208821604486
ENSG00000137275.14	RIPK1	RIPK1	8737	receptor interacting serine/threonine kinase 1	959.895245038426	-0.03821595676161774	0.07655515141609433	0.52385056133774	0.7839208821604486
ENSG00000189403.15	HMGB1	HMGB1	3146	high mobility group box 1	2376.6026485260786	0.042859811187512274	0.08833336295491757	0.523854494088461	0.7839208821604486
ENSG00000279103.1	NA	ENSG00000279103.1	NA	NA	3.65767991670966	-0.06035399031570876	0.3029266811997569	0.5239862104895912	NA
ENSG00000244300.3	NA	ENSG00000244300.3	NA	NA	101.19522265850549	0.058095170514719366	0.15704773611053222	0.5240455089033391	0.7841117319270664
ENSG00000134533.6	RERG	RERG	85004	RAS like estrogen regulated growth inhibitor	9.028992400112477	-0.0625285792850479	0.27484901457397215	0.5241038731349006	0.7841117319270664
ENSG00000182612.10	TSPAN10	TSPAN10	83882	tetraspanin 10	53.202867668094385	0.06321200019511913	0.25797298409998115	0.5241182228518979	0.7841117319270664
ENSG00000159063.13	ALG8	ALG8	79053	ALG8 alpha-1,3-glucosyltransferase	394.93453356597945	-0.04915557275415962	0.10836110230710537	0.5241872081017858	0.7841470170045075
ENSG00000239445.6	NA	ENSG00000239445.6	NA	NA	3.3933298259367106	0.06091291326704749	0.2967384867748811	0.5241912011469412	NA
ENSG00000135245.10	HILPDA	HILPDA	29923	hypoxia inducible lipid droplet associated	166.18858940785236	-0.06086208740773597	0.1846514566855654	0.5243276789580651	0.7842362513080499
ENSG00000164080.13	RAD54L2	RAD54L2	23132	RAD54 like 2	624.7762569866376	-0.04363664169564304	0.09063351451732517	0.5243376696448216	0.7842362513080499
ENSG00000204442.4	NALF1	NALF1	728215	NALCN channel auxiliary factor 1	169.4066957774767	0.06261103600274892	0.21146971370994322	0.524402309326004	0.7842650174628747
ENSG00000205643.11	CDPF1	CDPF1	150383	cysteine rich DPF motif domain containing 1	120.88716940335222	0.051580284067529965	0.11836913176790487	0.5245382674598809	0.7844004290534252
ENSG00000236841.8	LOC101929532	LOC101929532	101929532	uncharacterized LOC101929532	13.832478310382664	0.06331918693747783	0.2397782610257687	0.5246591020958602	0.7845132033070468
ENSG00000236008.3	LINC01814	LINC01814	101929567	long intergenic non-protein coding RNA 1814	2.908056567207681	-0.059793572987873765	0.3071221728644652	0.5247319753150292	NA
ENSG00000267796.8	LIN37	LIN37	55957	lin-37 DREAM MuvB core complex component	18.91292717910521	-0.06195102416425012	0.20048831285993793	0.5247436359973507	0.7845716829073963
ENSG00000225216.6	NA	ENSG00000225216.6	NA	NA	4.527187118980465	-0.06206105076252915	0.2806455029460347	0.5248198623002474	0.784617732333582
ENSG00000049768.16	FOXP3	FOXP3	50943	forkhead box P3	2.2873902834948545	-0.05871184176539136	0.316269179044073	0.5249478726137017	NA
ENSG00000284526.1	LOC122455342	LOC122455342	122455342	testis-specific serine/proline-rich protein	1.3385383908107422	0.05249010566463187	0.35628123080578916	0.5249851151367466	NA
ENSG00000279605.1	NA	ENSG00000279605.1	NA	NA	4.299203882729447	0.0620516559730682	0.2802619151765704	0.5250224873714155	0.784792954489728
ENSG00000170144.20	HNRNPA3	HNRNPA3	220988	heterogeneous nuclear ribonucleoprotein A3	3075.51530091609	-0.052740320808252056	0.12410445484031508	0.5250999428061554	0.784792954489728
ENSG00000131828.14	PDHA1	PDHA1	5160	pyruvate dehydrogenase E1 subunit alpha 1	647.7944027834735	-0.04283983540176261	0.08863652536448013	0.5251178328589021	0.784792954489728
ENSG00000184182.18	UBE2F	UBE2F	140739	ubiquitin conjugating enzyme E2 F (putative)	190.89884306703513	-0.04883214520366312	0.10758819592548315	0.5251516848208577	0.784792954489728
ENSG00000272335.1	NA	ENSG00000272335.1	NA	NA	112.11878980526922	-0.05624815257745003	0.14442955972969782	0.5251642524312341	0.784792954489728
ENSG00000279320.1	NA	ENSG00000279320.1	NA	NA	4.332714759919046	-0.06100994925408943	0.29347450558241023	0.5253328628027618	0.7849770054787872
ENSG00000249852.1	NA	ENSG00000249852.1	NA	NA	2.784043361806858	-0.05904250252898417	0.3128945544939128	0.5253748210618678	NA
ENSG00000204149.12	AGAP6	AGAP6	414189	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	20.05786806186146	0.06130768470224864	0.19249604308282145	0.5253960218160154	0.7850034678898112
ENSG00000221716.1	SNORA11	SNORA11	677799	small nucleolar RNA, H/ACA box 11	1.5969289710403398	-0.05567707011176772	0.3376129331871639	0.5254180389231928	NA
ENSG00000267221.3	C17orf113	C17orf113	110806298	chromosome 17 open reading frame 113	1.268523467417869	0.052069006394993955	0.3580743626323362	0.5254417278839829	NA
ENSG00000226823.1	NA	ENSG00000226823.1	NA	NA	13.479635777646605	0.06263443235921708	0.21603984852250468	0.525510442042544	0.7851065093814394
ENSG00000267127.7	NA	ENSG00000267127.7	NA	NA	9.591639735883671	0.06183698183267717	0.2819058672476799	0.525660009073021	0.7852620374251185
